username,review,tahun,aplikasi,clean_text,sentiment_score,label
Naila Amanda Syakira,"lemot benerrrr. udah loginnya error mulu, indikatornya dari merah ke hijau suka lama. cape nungguinnya. jangan salahin internet pls aku pake apk sebelah lancar lancar aja",2025,bca,lama benerr loginnya error indikator merah hijau suka lama cape nungguinnya salahin internet tolong pakai aplikasi belah lancar lancar,0,netral
Anggara Ikhsan,"sayaa baru transfer pertama ke bca mobile, tpi kenapaa saldonyaa ga masukk ya ? jadi gabisa diambil saldonya ?",2025,bca,sayaa transfer bca mobile kenapaa saldonyaa tidak masukk tidak bisa ambil saldo,0,netral
husman jebres,nyaman dn aman,2025,bca,nyaman dn aman,2,positif
Akhmad Ajimmi,sis kok lama banget sedang perbaikan gateway gatewaynya mbanking BCA padahal saya urgent mau lunasi udah jatuh tempo tanggal 25/10/2025 ini .tolong diperbaiki lagi ya makasih,2025,bca,sis lama banget baik gateway gatewaynya mbanking bca urgent lunas jatuh tempo tanggal tolong baik makasih,1,positif
Tiwi Tiwi,kenapa ga bisa buka mbanking,2025,bca,tidak bisa buka mbanking,0,netral
Mito Syn,"knp ini kok jd berat aplikasi nya pdhal sinyal aman ,jaringan full knp berat",2025,bca,berat aplikasi pdhal sinyal aman jaring full berat,1,positif
Ricky E,aplikasinya tidak bisa lakukan transaksi...terdapat kendala di aplikasinya. mohon bantuannya,2025,bca,aplikasi tidak bisa laku transaksiterdapat kendala aplikasi mohon bantu,-1,negatif
franzisca hanamarinda,"Kenapa ya saya tidak pernah terima notifikasi dr bca mobile, saat terima transfer atau iklan2 yang lain. apa memang tidak ada ? jd saya tidak tau jika ada yg transfer, kecuali yg bersangkutan mengirim bukti transfer, why? tolong jawab yaa.",2025,bca,tidak terima notifikasi bca mobile terima transfer iklan tidak tidak transfer kecuali sangkut kirim bukti transfer why tolong,0,netral
Rohmat Budiana,aplikasi bagus keren tapi selalu ada masalah dikit dikit,2025,bca,aplikasi bagus keren dikit dikit,1,positif
firda yunita,kenapa gak bisa dibuka aplikasi nya koneksi terputus sedang kan paketan masih ada tolong ya binggung harus gimana lagi di saat genting kaya gini,2025,bca,tidak bisa buka aplikasi koneksi putus paket tolong binggung genting kaya gin,-1,negatif
tony kurniawan,kenapa update malah jadi lemot,2025,bca,update lama,-1,negatif
Fendi Muk,|`@ EE xxx TT e No Uyy,2025,bca,ee xx tt e no uyy,0,netral
Khai rul,saya belanja pembayaran lewat qiris biasanya kalau gagal saldo akan balik lagi ini gagal saldo terpotong gimana sih aplikasi BCA ini sebenarnya saya puas kagak puas ini belanja bayar pakai qiris kalau gagal biasanya saldo akan balik lagi ini gagal saldo terpotong riwayatnya nggak ada saldo terpotong 😇😇😇😇,2025,bca,belanja bayar qiris gagal saldo gagal saldo potong aplikasi bca puas kagak puas belanja bayar pakai qiris gagal saldo gagal saldo potong riwayat tidak saldo potong,-2,negatif
Asep Setiawan,apakah qiris tidak bisa di gunakan lagi??,2025,bca,qiris tidak bisa,0,netral
G Sanjaya,Hahah... di update malah tambah jelek sinyal nya...mending balik ke versi sebelum nya..sinyal merah terus...parah..,2025,bca,hahah update jelek sinyal nyamending versi nyasinyal merah terusparah,-1,negatif
RomoKii Jale,berikan notifikasi jika ada saldo masuk ke rekening sya yaa.. thanks,2025,bca,notifikasi saldo masuk rekening sya thanks,0,netral
DRA,mohon untuk kesetabilan jaringan nya di tingkatkan performa nya masih lambat,2025,bca,mohon kesetabilan jaring tingkat performa lambat,-1,negatif
Pengguna Google,"mau tanya kak,, kenapa stiap Saya buka M banking gak bisa terbuka ya,, selalu menolak aplikasi nya,, mohon di bantu ya kak,,",2025,bca,stiap buka m banking tidak bisa buka tolak aplikasi mohon bantu,0,netral
Farizhan Firdaus,sangat membantu,2025,bca,sangat bantu,0,netral
Hendra Hendra,pelayana sudah baguss... tapi kenapa masih ada nasabah yg menyalah gunakan no. rekening untuk aliran dana deposit judi online di biarkan padahal dah sering di laporkan.. tolong dong blokir nasabah bank BCA yg merusak dengan melakukan pencucian uang di situs2 judi online..,2025,bca,pelayana baguss nasabah salah no rekening alir dana deposit judi online biar lapor tolong blokir nasabah bank bca rusak cuci uang situs judi online,0,netral
Septa AL,bagus sangat membantu zekali,2025,bca,bagus sangat bantu zekali,1,positif
Jovanca Afsheen AlMadina,"kenapa c bca mobile tidak ad notifikasi transaksi msuk/keluar, jdi kita ga tau kalau ad yg msuk/kluar,, semoga bisa dibenahi lgi agar pengguna jg nyaman mnggunakanny🙏",2025,bca,c bca mobile tidak ad notifikasi transaksi msukkeluar tidak ad msukkluar moga bisa benah lgi guna nyaman mnggunakanny,1,positif
Delta Yudha Dikalaksana,"hari minggu tgl 05 10 2025, bca virtual account ( 02 ) error.",2025,bca,minggu tgl bca virtual account error,-1,negatif
Agung Gahara,ada saat dmanana cek rek koran harus menunggu lama.,2025,bca,dmanana cek rekening koran tunggu lama,-1,negatif
someone story,ini kenapa tiap mau ikut gebyar bca pas di klik mental terus..aneh banget padahal transfer dll bisa..giliran ikut undian mental koneksi terputus..selalu seperti itu,2025,bca,gebyar bca cocok klik mental terusaneh banget transfer dll bisagiliran undi mental koneksi terputusselalu,0,netral
Synchronius,Balikin lagi dong fontnya kaya dulu,2025,bca,balikin fontnya kaya,0,netral
Rin Anto,susah susah gampang.. ..pas ganti kode akses masuk susah bnget,2025,bca,susah susah gampang cocok ganti kode akses masuk susah bnget,-3,negatif
Zanuar Isnawan,kenapa sih transaksi diatas jam 00 selalu eror padahal laper mau gofood tolong diperbaiki hampir tiap hari,2025,bca,transaksi atas jam error laper gofood tolong baik,0,netral
Hilmi Fauzan R,Oke sudah bisa,2025,bca,oke bisa,0,netral
Dennis Mochareza,"saya mau tanya, ""sementara transaksi tidak dapat diproses, silahkan ulangi beberapa saat lagi"" itu kenapa yaa?",2025,bca,transaksi tidak proses silah ulang,0,netral
Monica Enjelina,susah bgtt dri tdi tdpt kode otp pdhl sinyal bgus,2025,bca,susah banget dri tdi tdpt kode one time password sinyal bgus,-1,negatif
biji kurma,verifikasi gagal teruss,2025,bca,verifikasi gagal teruss,-1,negatif
chandra zaldianto,"kok tambah lemot ya.., gimana cara mengatasinya ?",2025,bca,lama atas,-1,negatif
raja wahib,font nya jelek payah,2025,bca,font jelek payah,-1,negatif
Iis Bboss,nyobba,2025,bca,nyobba,0,netral
Muhammad Arman,mudah jadi bertransaksi sesamanya jadi tidak perlu lagi ke bank buat transfer.,2025,bca,mudah transaksi sama tidak bank transfer,1,positif
Siti Aminah,knapa susah sekali stelah ganti hp...gagal terus vertifikasi nya,2025,bca,knapa susah stelah ganti hpgagal vertifikasi,-1,negatif
Dedy Rusmana,"Tidak ada yg sempurna, yg ada adalah Menuju Sempurna. Perbaharui lah dgn efektif (win~win benefit)",2025,bca,tidak sempurna sempurna baharu efektif winwin benefit,0,netral
muhamad azim,"saya kasih bintang 4 karna indikator lampu nya merah terus, sebelum nya enak ngebantu juga tapi semakin kesini ko kaya gini",2025,bca,kasih bintang indikator lampu merah enak ngebantu kesini kaya gin,0,netral
septi andriani,Aplikasi sih lancar² aja. cuma mau nanya nii. saya buka rekening baru buat org lain 2 kali. yg pertama ada e voucher utk pembukaan rekening ternyata tdk pernah di terima oleh si pemilik rek baru. sdh ada 1 thn lalu. naah bbrp hari ini suami buka rek baru lagi dan sama saja. kalau ngak mau ksh e voucher gpp juga. cm kan itu hadiah yaa. saya tanyakan via chat BCA ngak pernah dpt jawabn yg pasti.,2025,bca,aplikasi lancar nanya nii buka rekening orang e voucher buka rekening tidak terima si milik rekening thn naah bbrp suami buka rekening ngak ksh e voucher tidak apa cm hadiah chat bca ngak dpt jawabn,1,positif
Sabrina Citra,"dari tadi malam sampe skrg aplikasi ga bisa dipake, lampu indikator warna merah, nunggunya lama biar jadi hijau tapi saat lampu hijau trus klik info saldo ehh balik merah lagii",2025,bca,malam aplikasi tidak bisa dipake lampu indikator warna merah nunggunya lama hijau lampu hijau klik info saldo ehh merah lagi,-1,negatif
abhie 80,"bintang 4 dulu 🙂‍↕️ full bintang kalo gak ada kendala di fleksibilitas 🙏 karena ada beberapa apliuyang butuh aksses tersebut. tapi berbenturan dendam apk ini, lumayan bikin repot😊🙏",2025,bca,bintang full bintang tidak kendala fleksibilitas apliuyang butuh aksses bentur dendam aplikasi lumayan repot,-2,negatif
muhammad dinnur araaf,"tolong ini saya masuk BCA mobile keterangan indikator jaringan merah, padahal kuota saya banyak saya didaerah Kebayoran lama , tolong ini kenapa Admin di perbaiki masalah jaringan nya ini ,",2025,bca,tolong masuk bca mobile terang indikator jaring merah kuota daerah kebayoran lama tolong baik jaring,0,netral
Pudi Hasto,baik,2025,bca,,0,netral
Bayu Brammansyah,"Sejak update terbaru, tiap masuk ke mbanking lampu merah terus, seperti susah sinyal. Jadi bikin susah melakukan transaksi. Lampu nya ga hijau2. Bagaimana ini pembaharuan malah bikin ga nyaman.",2025,bca,update baru masuk mbanking lampu merah susah sinyal susah transaksi lampu tidak hijau baharu tidak nyaman,-1,negatif
Mardi yana03,"untuk aplikasinya bagus2 aja,cuma kadang KLO mau TF harus nunggu lampu ijo terlebih dahulu,dan ga semua uang masuk ada notifikasinya,cuma bberapa bank aja yg bisa,",2025,bca,aplikasi bagus ajacuma kadang transfer nunggu lampu ijo dahuludan tidak uang masuk notifikasinyacuma bberapa bank bisa,1,positif
Wandi Muhamad,indikator nya susah hijau,2025,bca,indikator susah hijau,-1,negatif
Isneni,bca lagi kenapa ya kok QR gagal transaksi tapi saldo berkurang mohon penjelasannya terimakasih 🙏 padahal sejauh ini bagus loh tapi ini lagi kenapa,2025,bca,bca qr gagal transaksi saldo kurang mohon jelas terimakasih bagus,0,netral
Defi Nurul Amalia,semenjak di upgrade ko buka Qiuris malah lag gtu ya? smpe lama mau bayar nya ni,2025,bca,semenjak upgrade buka qiuris lag gtu smpe lama bayar,-1,negatif
Ebot Popeye,mohon bantuan nya kak lampu indikator saya ga ijo ijo mau transfer sama cek saldo jadi susah🙏,2025,bca,mohon bantu lampu indikator tidak ijo ijo transfer cek saldo susah,-1,negatif
agus satriyadi,semoga UI nya bisa lebih baik lagi 🙏 . rate bintang 4 dulu.,2025,bca,moga ui bisa rate bintang,0,netral
Toni,kenapa yaa kalo mau ngebukak kotak inbox kembali ke menu awal mohon di bantu dan cara menghapus inbox secara permanen itu tidak ada harus satu persatu,2025,bca,ngebukak kotak inbox menu mohon bantu hapus inbox permanen tidak satu,0,netral
Papa Shadleen,makan memorinya besar banget 😭,2025,bca,makan memori banget,0,netral
Yunda Rahmatullah,sinyal udah bagus pakek wifi juga udah .. tp masih aja sering putus koneksi. tlong diperbaiki lagi ..,2025,bca,sinyal bagus pakek wifi putus koneksi tlong baik,1,positif
Aries Darmansyah,"Kenapa m-bca banking sering sekali gangguan kak,transfer melalui Qris,saldo terpotong akan tetapi tidak masuk",2025,bca,mobile bca banking ganggu kaktransfer qrissaldo potong tidak masuk,-1,negatif
Buddy Senttaussa,"tolong tambahin fitur QRIS TAP, untuk pembayaran transum tanpa kartu, agar mempermudah mobilitas.",2025,bca,tolong tambahin fitur qris tap bayar transum kartu mudah mobilitas,1,positif
Dian purnamasari,"Mau masuk aplikasi harus verifikasi lewat SMS, tetapi gagal terus dengan keterangan pulsa tidak mencukupi, padahal pulsanya ada dan nomor HP nya masih aktif.",2025,bca,masuk aplikasi verifikasi pesan gagal terang pulsa tidak cukup pulsa nomor handphone aktif,-1,negatif
Erick Arta S,ini bca kadang merah terus kenapa yah?,2025,bca,bca kadang merah,0,netral
Ravi Production,ini kenapa transaksi tambah lemot sekali gak gerak sama sekali meskipun sinyal sudah bagus tetep saja di warna merah gak gerak di warna hijau untuk transaksinya. diperbaiki lagi biar bisa enak customernya ini,2025,bca,transaksi lama tidak gerak sinyal bagus tetep warna merah tidak gerak warna hijau transaksi baik bisa enak customernya,1,positif
Sandi Kurniawan,sudah isi data di mesin mungkin ada yg ngaku2xsy.,2025,bca,isi data mesin ngaku xsy,0,netral
Rovan Tarsona,"tolong dong mbangking kenapa ko ga bisa buat cek saldo/mutasi , padahal sinyal bagus , tolong segera perbaikan.",2025,bca,tolong mbangking tidak bisa cek saldomutasi sinyal bagus tolong baik,2,positif
Dapid Aslan,SEJAK ADANYA PERATURAN REKENING NGANGGUR 2BULAN SAYA SUDAH HERAN SAMA NEGARA INDONESIA.,2025,bca,atur rekening nganggur heran negara indonesia,0,netral
tri wahyu agus setiorini,"mohon untuk verifikasi wajah diawal diberikan instruksi melalui suara juga, karena disuruh lepas kacamata, instruksi tulisannya kecil sekali dan ditambah mata minus jadi ngeblur. ini menyulitkan kalo verifikasi wajah diawal ketika lagi sendiri.",2025,bca,mohon verifikasi wajah awal instruksi suara suruh lepas kacamata instruksi tulis tambah mata minus ngeblur sulit verifikasi wajah awal,-1,negatif
Dziezy Butiq (Dziezy butiq),kenapa ya mbanking BCA sy tiba2 out & sy sudah cb masuk tetap ngga bs pdhl pulsa ada & no hp terdaftar cb ke XL jg udh 🙄,2025,bca,mbanking bca out cb masuk tidak bs pulsa no handphone daftar cb xl,0,netral
Viewnanda Kenia,ok,2025,bca,ok,0,netral
Margono,kapan pinjaman personal loan bisa di akses lewat aplikasi,2025,bca,pinjam personal loan bisa akses aplikasi,0,netral
Wiwit Switno,"saya baru memperbaharui aplikasi, tapi knpa malah gak bisa digunakan ya, cek saldo, tf, cardless smua gak bs digunakan??",2025,bca,baharu aplikasi knpa tidak bisa cek saldo transfer cardless tidak bs,0,netral
Aji Imron,update terbaru aplikasi jadi susah untuk bertransaksi karena indikator tidak stabil sering berwarna merah pdahal sudah memakai wifi,2025,bca,update baru aplikasi susah transaksi indikator tidak stabil warna merah pdahal pakai wifi,0,netral
Winarih,"mohon maaf, saya ko mau log in aplikasi nya ngga bisa"", padahal internet lancar. udah kirim SMS banyak banget, tapi ngga bisa"" di 2 hp berbeda pun tetep gabisa. tolong diperbaiki, saya butuh banget soalnya",2025,bca,mohon maaf log in aplikasi tidak bisa internet lancar kirim pesan banget tidak bisa handphone beda tetep tidak bisa tolong baik butuh banget,2,positif
Hamdi Rangkuti,sejauh ini good ada bug2 sedikit msi bisa di maklumi.,2025,bca,good bug msi bisa maklum,0,netral
Andri Mohamad Saleh,"lampu indikator merah terus,padahal sinyal bagus",2025,bca,lampu indikator merah teruspadahal sinyal bagus,1,positif
Hello Poh,"setiap ada problem, lag, dll sudah diperbaiki, terimakasih",2025,bca,problem lag dll baik terimakasih,1,positif
harwin adi,kenapa 2 hari ini eror ya. mau tranfer lewat M bangking atau ATM pun juga tidak bisa.,2025,bca,error tranfer m bangking atm tidak bisa,-1,negatif
Amaliah Batubara,"loh kok Skrang bisa login TPI indikator nya merah trus udah brpa kali ku cbak,pdahal pengen TF,ini smpe kpan ya GK bisa,jgn smpe duit terkuras sndiri ya, soalnya masa stiap di dlm kosong GK ad saldo,trus org lain TF kenak potong trus,bukannya 1 kli aj ya 1 bln, tolong dong BCA",2025,bca,skrang bisa login indikator merah brpa ku cbakpdahal ken tfini smpe kpan tidak bisajgn smpe uang kuras sndiri stiap dlm kosong tidak ad saldotrus orang transfer nak potong trusbukannya kli aj bln tolong bca,0,netral
HADI KURNIAWAN,di update malah jadi lemot,2025,bca,update lama,-1,negatif
Tina wahyuni,kenapa BCa saya hari ini Eror ya mau cek saldo ga bisa .malah kembali truss,2025,bca,bca error cek saldo tidak bisa truss,-1,negatif
Nurlaila Ramadani,"masih bingung, kenapa setiap buka menu inbox selalu gak bisa, aplikasi logout otomatis, mohon bantuannya",2025,bca,bingung buka menu inbox tidak bisa aplikasi logout otomatis mohon bantu,-2,negatif
Yusep Tajmudin,"saya mengajukan pembukaan rekening malah pulsa habis, kena sms, teruss ribet, di jaman sekarang bank yang lain sudah pada canggih ini mau daftar juga ribet,, malah pulsa habiss terpotong teruss sama sms",2025,bca,aju buka rekening pulsa habis kena pesan teruss ribet jaman bank canggih daftar ribet pulsa habiss potong teruss pesan,-2,negatif
SM,"Di update bulannya makin bagus lancar ,ini malah lemot padahal jaringan bagus. hadeuhh",2025,bca,update bulan bagus lancar lama jaring bagus hadeuhh,2,positif
Heriyana,setelah update tidak bisa masuk dengan notif koneksi tidak stabil padahal sinyal jaringan bagus dan kuota penuh...tolong di perbaiki segera ya Min,2025,bca,update tidak bisa masuk notif koneksi tidak stabil sinyal jaring bagus kuota penuhtolong baik,3,positif
Denii Rahmansyah,lama kalo lagi maintenance🥴🥴,2025,bca,lama maintenance,-1,negatif
Rizal Wardiansyah,tolong kedepannya di tambahkan pemberitahuan kalo ada uang masuk,2025,bca,tolong depan tambah pemberitahuan uang masuk,0,netral
Abdul Haris,"hallo, admin apakah bisa membayar PGN? saya tidak menemukan menu payment nya🙏🏼",2025,bca,hallo bisa bayar pgn tidak temu menu payment,0,netral
Purnama Jeto,ok,2025,bca,ok,0,netral
Ahmadfairin Great,"transaksinya cepat cuman sayang belum ada layanan depositonya. andaikan BCA mobile kalo login bisa pakek sidik jari pasti lecih moderen. karena bank"" yg lain uda pada pakek fitur sidik jari .",2025,bca,transaksi cepat cuman sayang layan deposito andai bca mobile login bisa pakek sidik jari lecih moderen bank uda pakek fitur sidik jari,1,positif
Salma Widiyanti,good,2025,bca,good,0,netral
Adhyta Alizar,terimakasih respon nya bca penanganan yg cepat dan respon yg tanggal,2025,bca,terimakasih respon bca tangan cepat respon tanggal,1,positif
Fery Eyix,"sekarang sinyal nya lambat , sering merah",2025,bca,sinyal lambat merah,-1,negatif
A Amal,kenapa saya selalu gagal verifikasi SMS tolong bantu saya mau bikin no rek BCA tolonh,2025,bca,gagal verifikasi pesan tolong bantu no rekening bca tolonh,-1,negatif
