username,review,rating,tahun,aplikasi,clean_text
Niken Tri Handayani,ini kenapa yaa aplikasinya tiap mau dibuka malah ga bisa langsung ke clous sendiri aneh bgt padahal sebelumnya gada masalah,3,2025,bca,aplikasi buka tidak bisa langsung clous aneh banget gada
Meri Pr,mohon untuk diperbaiki. akhir akhir ini agak lemot saat digunakan aplikasi nya terima kasih,3,2025,bca,mohon baik lama aplikasi terima kasih
Edwar Sky,"Kenapa ya saya tidak bisa buka aplikasi MBCA skrg? Setelah update terakhir,aplikasi gak bisa berjalan, dibuka nutup lagi. saya uninstall trus install lagi tetep seperti itu.",3,2024,bca,tidak bisa buka aplikasi mobile bca update terakhiraplikasi tidak bisa jalan buka nutup uninstall install tetep
andi syafriadi,"Setelah ada pembaharuan, apk malah gak bisa dibuka langsung force close, sinyal kuat gak ada masalah, tolong diperbaiki yaa secepatnyaa, terima kasih.., sudah dicoba untuk clear cache dan penyimpanan serta paksa berhenti masih belum bisa min",3,2024,bca,baharu aplikasi tidak bisa buka langsung force close sinyal kuat tidak tolong baik secepatnyaa terima kasih coba clear cache simpan paksa henti bisa
Endri Suzuki,ok,3,2025,bca,ok
Ryan Hidayat,"beta ribet nya mbangking sekarang cuma minta kode otp aja ga bisa"" mna ATM udah ga aktf ngandelin mbangking doang tpi ga bisa dapet kode otp buat masuk ke mbangking",3,2025,bca,beta ribet mbangking kode one time password tidak bisa mna atm tidak aktf ngandelin mbangking tidak bisa dapet kode one time password masuk mbangking
Karsih 123,"tiap mau transfer harus cari nama penerima nya scroll sampe bawah,gak kaya dulu pas kopi paste/tulis nama norek lgsg muncul nama penerima nya",3,2025,bca,transfer cari nama terima scroll bawahgak kaya cocok kopi pastetulis nama norek lgsg muncul nama terima
Rizky Dwi s,Kenapa aplikasinya tidak bisa terbuka,3,2025,bca,aplikasi tidak bisa buka
albert wisudawan,"BCA masih tidak bisa digunakan, selalu force close, apakah ada gangguan dengan aplikasi nya, mohon bantuannya",3,2024,bca,bca tidak bisa force close ganggu aplikasi mohon bantu
Wulan Prasetia,kenapa tiba² sering forceclose sendiri,3,2024,bca,forceclose
Aditya nugraha,"Aplikasi selalu forced close setelah di update, tidqk bisa dibuka apalagi digunakan. Tolong diperbaiki",3,2024,bca,aplikasi forced close update tidqk bisa buka tolong baik
Trezz Zeee,"Setelah update aplikasi hari ini (22/10/2024), begitu di klik menu m-BCA, langsung FORCE CLOSE. Tetapi sy coba non aktifkan antivirus (off) di hp sy melalui di menu setting (aksesbilitas), aplikasi bisa dibuka. Mohon untuk dapat segera diperbaiki. Trims.",3,2024,bca,update aplikasi klik menu mobile bca langsung force close coba non aktif antivirus off handphone menu setting aksesbilitas aplikasi bisa buka mohon baik trims
Asri Widiyanti,"Ini gimana sih aplikasi nya Tiba2 keluar sendiri udah di update tetep gak bisa, tolong diperbaiki lagi klo gk bisa pake mbca susah karena ini memudahkan untuk transfer lewat hp, dri kmrin udah dicoba berkali kali krim sms gagal terus",3,2024,bca,aplikasi update tetep tidak bisa tolong baik tidak bisa pakai mobile bca susah mudah transfer handphone dri kmrin coba kali krim pesan gagal
Kamandanu Apriandika,"saldo tidak jelas terpotong tidak ada riwayat pembayaran dan mutasi uang terpotong, sangat tidak masuk akal dan merugikan",3,2025,bca,saldo tidak potong tidak riwayat bayar mutasi uang potong sangat tidak masuk akal rugi
Tukiman Prastowo,"Aplikasi m banking sa tiba² ga bs jalan. Tiap d tab, nonton menu paling depan kira² satu detik lalu balik lg ke profil bca aja. Bca ns ksh solusi?",3,2024,bca,aplikasi m banking sa tidak bs jalan tab nonton menu detik profil bca bca ns ksh solusi
Faishal Hidayat,"sekarang saat search nama ketika mau transfer, tidak work fitur search nya. cukup mengganggu ketika hendak transfer harus scroll manual",3,2025,bca,search nama transfer tidak work fitur search ganggu transfer scroll manual
Rina Srikustina,Tgl 18 saya masuk apk berkali2 tidak bisa .. sudah bisa buka sekarang karena saya baca ulasan2 dari teman2 semua bukan solusi dari bca nya yaitu buka pengaturan matikan semua aksibilitas baru bisa dibuka apk nya semoga membantu terimakasih,3,2024,bca,tgl masuk aplikasi kali tidak bisa bisa buka baca ulas teman solusi bca buka atur mati aksibilitas bisa buka aplikasi moga bantu terimakasih
Yusuf Mualaf,"Ketika mau mentransfer memilih bifas, aplikasi langsung keluar, dan itu terjadi berulang kali terus sampai sekarang, akhir akhir ini eror terus BCA, mohon di perbaiki mbanking BCA",3,2025,bca,transfer pilih bifas aplikasi langsung ulang error bca mohon baik mbanking bca
asmoro banyumudal,ok lh,3,2025,bca,ok lh
Nina Putri,Dr kemarin ga bisa update cm muter2 aja,3,2024,bca,kemarin tidak bisa update cm muter
Sisanto Anto,payah nunggu lampu ijo baru bisa trnsaksi,3,2025,bca,payah nunggu lampu ijo bisa trnsaksi
Rizqon Haqiqi,"setelah diupdate kok malah sering delay dan ngebug ya aplikasinya,mohon diperbaiki",3,2025,bca,diupdate delay ngebug aplikasinyamohon baik
P.H. Herutomo L. Tobing,Setelah update kemarin aplikasi tutup-tutup sendiri tolong diperbaiki,3,2024,bca,update kemarin aplikasi tutuptutup tolong baik
Uux Blackheart,notifikasi transaksi tidak keluar,3,2025,bca,notifikasi transaksi tidak
Ilma Ilma,"kenapa trus2 minta update sih? trus sdh di update minta update lagi, apa maksudnya",3,2025,bca,update update update maksud
Fiqhi Fauzi,"selalu error kalo mau tf, gak bisa klik jumlah uang",3,2025,bca,error transfer tidak bisa klik uang
Gupta Saja,ini kenapa ya tiba2 ga bisa di buka?disuru nonaktifkan aksesibilitas? sebelum2nya gak pernah kejadian begini🤔,3,2025,bca,tidak bisa bukadisuru nonaktif aksesibilitas tidak jadi
ZAQY BLYTHE,"tiap mau transaksi di atas jm 12 malam pasti signal merah terus, dan gk bisa di gunakan.. masak tiap hari maintenance!?",3,2025,bca,transaksi jm malam signal merah tidak bisa masak maintenance
refangga wulandrio,"lampu indikator warna merah terus, aplikasi gabisa dipakai, sering truoble, disuruh beralih ke mybca tapi sama saja banyak minta update terus",3,2025,bca,lampu indikator warna merah aplikasi tidak bisa pakai truoble suruh alih mybca update
Huang Cin Fong,"m-BCA tidak bisa buka,setelah di update",3,2024,bca,mobile bca tidak bisa bukasetelah update
Anak Bontot,"TOLONG POTONGAN BULANANNYA 🙏 Saya Suka bank BCA untuk bertransaksi, awal mula pake biru untuk transaksi jual beli hanya barang bekas ...maju sini berkembang karna limit ke bank suruh ganti gold ...nga krasa di waktu ini POTONGANNYA 25rb Creative dan adm 21rb (total 46.000) 😔 pusing untung nya kecil ini itu",3,2025,bca,tolong potong bulan suka bank bca transaksi pakai biru transaksi jual beli barang bekas maju kembang limit bank suruh ganti gold nga krasa potong ribu creative adm ribu total pusing untung
Pepen Haliman,Kenapa aplikasi BCA mobile nya gak bisa dibuka ya? Klo dibuka pasti balik lagi.,3,2024,bca,aplikasi bca mobile tidak bisa buka buka
Netty Haloho,knapa makin sering gangguan dan ga bisa transaksi ya?,3,2025,bca,knapa ganggu tidak bisa transaksi
Sri Adi,kalo mau transfer malah jd ribet...biasa ketik nama atau nomer rekening langsung muncul....skrg malah harus nyari dan scroll dulu.... mohon diperbaiki lagi aplikasinya,3,2025,bca,transfer ribetbiasa ketik nama nomer rekening langsung munculskrg nyari scroll mohon baik aplikasi
Nona Project,"aplikasi nya ribet, tidak friendly",3,2025,bca,aplikasi ribet tidak friendly
PUGUH. PHC,Susah kali menerima kode otp,3,2025,bca,susah terima kode one time password
Joker 12,Kenapa aplikasi tidak bisa di buka,3,2024,bca,aplikasi tidak bisa buka
ARR_SPEED #16,"setelah update malah tidak bisa di gunakan. gimana pihak terkait, masih belum ada lagi update terbaru masalah terkait. mohon segera di tindak lanjuti.",3,2024,bca,update tidak bisa kait update baru kait mohon tindak lanjut
ipank ngetop,versi ini di hp infinix note 30 pro ga bisa dibuka..force close tolong diperbaiki,3,2024,bca,versi handphone infinix note pro tidak bisa dibukaforce close tolong baik
Aris Rose,Indikator merah terus,3,2024,bca,indikator merah
Suha Parmanta,mohon bantuan apakah akun dana yg dibekukan bisa diaktifkan lewat bantuan pihak BCA,3,2025,bca,mohon bantu akun dana beku bisa aktif bantu bca
MTS NUSAFINATUNNAJAH,"Tolong di perbaiki app force close sendiri, terima kasih",3,2024,bca,tolong baik aplikasi force close terima kasih
Ririn 09,"Qris nya kenapa jadi muter"" terus gak bisa tampil scan nya",3,2025,bca,qris muter tidak bisa tampil scan
jonathan prasetyo,tolong tambahin biometrik,3,2025,bca,tolong tambahin biometrik
Edi hartono,Bca mobile hari oni gak bisa kebuka kenapa ya,3,2024,bca,bca mobile oni tidak bisa buka
Dede Fauziah,mohon info kenapa mbnking saya setiap mau buka belum juga login udh ketutup lagi ketutup lagi ga bisa buka mbnking udh di coba lepas aplikasi tetap ga bisa tolong jawab yg tau kenapa dan harus gimna,3,2024,bca,mohon info mbnking buka login tutup tutup tidak bisa buka mbnking coba lepas aplikasi tidak bisa tolong gimna
Deni Pangestu,"semenjak update yg ganti font, aplikasi jd lelet. lampu indikator sering merah. jangan pula bca udh kayak bank bumn ya, suka blunder",3,2025,bca,semenjak update ganti font aplikasi lelet lampu indikator merah bca bank bumn suka blunder
Arviela A S diman,"Kuntullll ngirim sms ke nomor lain lancar lancar aja, kenapa pas verifikasi dari bcamobile kok gagal terussss. Buat kesal aja... Ga bisa kasi attachment lagiii",3,2024,bca,kuntull ngirim pesan nomor lancar lancar cocok verifikasi bcamobile gagal teruss kesal tidak bisa kasi attachment lagi
Ratna Wati,kalo engga di update bisa engga ? soalnya penuh memori hpnya. yg lama kok engga bisa dipake ya..,3,2025,bca,engga update bisa engga penuh memori hpnya lama engga bisa dipake
Romy Hermawan,Ia knp setelah update jd ga bisa dibuka...ciba dipermudah atuh jd ga bisa ngecek keuangan,3,2024,bca,update tidak bisa dibukaciba mudah atuh tidak bisa ngecek uang
Endang Supriyatna,"Update baru malah lebih susah mau transfer. Fitur search daftar transfer tidak berfungsi, harus cari manual. Padahal sebelumnya fiturnya berfungsi dengan baik. Coba diperbaiki min.",3,2025,bca,update susah transfer fitur search daftar transfer tidak fungsi cari manual fiturnya fungsi coba baik
Arman Ramadhan,ini gimana ya udh pakai versi terbaru jaringan stabil tetap aja gk bisa buka tolong dong solusinya admin,3,2024,bca,pakai versi baru jaring stabil tidak bisa buka tolong solusi
RAFI MUHAMAD RIZKI,Proses verifikasi wajah tidak merespon lingkaran selalu merah mohon solusinya,3,2024,bca,proses verifikasi wajah tidak merespon lingkar merah mohon solusi
Muslim Ibnu toyib,KALO DULU BUKTI TRANSKASI BISA DI COPI PASTE SEKARANG GAK BISA. TOLONG DI BUAT BISA KEMBALI,3,2025,bca,bukti transkasi bisa cop paste tidak bisa tolong bisa
alfie Kmote,Tolong dong ini kenapa palikasi BCA mobile udh di update ko g bisa di buka,3,2024,bca,tolong palikasi bca mobile update tidak bisa buka
Qisya,kalo buka aplikasi bca cuma muncul warna hitam itu kenapa ya???,3,2025,bca,buka aplikasi bca muncul warna hitam
andika puspa negara,setelah d update. sinyal hijau cuma gk bisa transaksi berbubah lampu biru terus. tolong d perbaiki segera. agar bisa transaksi lg,3,2025,bca,update sinyal hijau tidak bisa transaksi berbubah lampu biru tolong baik bisa transaksi
ardy teknik46,"setelah update transfer ke rekening lain yang memang sudah terdaftar dari dulu,kok gagal terus,,hadeeehh padahal sebelum update gak pernah ada masalah",3,2025,bca,update transfer rekening daftar dulukok gagal terushadeehh update tidak
Lilo,"Apknya kembali terus sendiri, gimana ini tidak bisa dipakai",3,2024,bca,apknya tidak bisa pakai
Giyan payung tunggol nogo Payung tunggol Nogo,Selalu error setiap selesai transaksi,3,2024,bca,error selesai transaksi
Sekar Andini,Keluhan yg saya ajukan sudah di atasi good job BCA,3,2025,bca,keluh aju atas good job bca
Maulana Yusuf,aplikasinya sangat lemotttt,3,2025,bca,aplikasi sangat lemott
hack tora bro,MAINTENACE HAHAHA,3,2025,bca,maintenace hahaha
Syariff Al Quds,mbca lagi gangguan kah? dari tadi tidak bisa di buka,3,2025,bca,mobile bca ganggu kah tidak bisa buka
arie rosi,"Aplikasi bisa jalan kalau kartu sim jadi satu sama hp,menurut sy ini bahaya klo hp hilang orang lain bisa dgn mudah ganti kode akses karna kartu sim nya nempel.",3,2024,bca,aplikasi bisa jalan kartu sim hpmenurut bahaya handphone hilang orang bisa mudah ganti kode akses kartu sim nempel
Ratna Mayang Sari,"Pusing deh liat bca ini, masa mau buka m-baking punya ku harus bolak2 balik regestrasi lagi, mana kenak potong pulsa lagi, uda gitu tetap aja gak bisa ke buka m-baking ku, ini maksud nya pakai m-baking biar gak ribet, tapi malah makin rumit jadi nya. tolong dong bca dibantu m-baking ku itu gimna ya🙏🏻",3,2025,bca,pusing liat bca buka mbaking ku bolak regestrasi nak potong pulsa uda gitu tidak bisa buka mbaking ku maksud pakai mbaking tidak ribet rumit tolong bca bantu mbaking ku gimna
Angger Saputra,"ini ko aneh ya ga bsa buat transfer,merah trs",3,2025,bca,aneh tidak bsa transfermerah
SUBUR,semoga bermanfaat,3,2025,bca,moga manfaat
Edi Sudrajat,"Susah banget masuk untuk verifikasi doang aja,,, belum lagi verifikasi OTP, verifikasi wajah, malah tambah ribet",3,2025,bca,susah banget masuk verifikasi verifikasi one time password verifikasi wajah ribet
Andreas Wijayanto,"saat transfer, mau search dari daftar rekening tidak bisa. harus manual scroll cari nama yang dituju. mohon diperbaiki.",3,2025,bca,transfer search daftar rekening tidak bisa manual scroll cari nama tuju mohon baik
larras official,knp g bisa upgrade,3,2025,bca,tidak bisa upgrade
PLAY CHIP STORE,"Kenapa akhir akhir ini apk bca mobile dan my bca tidak biaa di buka, atau bisa di buka namun tidak bisa transaksi",3,2024,bca,aplikasi bca mobile my bca tidak biaa buka bisa buka tidak bisa transaksi
Ting Tang,Kenapa tiba tiba BCA mobile saya tidak bisa di buka ?,3,2024,bca,bca mobile tidak bisa buka
Nani Andayani,baik,3,2025,bca,
Sarly Karni,"saya sebagai pengguna baru, kenapa tidak bisa login ke akun BCA mobile yaa? perasaan sudah isi pulsa, jaringan saya pun lancar udah saya coba berkali² ttp tidak bisaa tolongg perbaiki dongg!!",3,2025,bca,guna tidak bisa login akun bca mobile asa isi pulsa jaring lancar coba kali tidak bisaa tolongg baik dongg
Rar 9598,Seringkali transaksi/ aplikasi tidak bisa digunakan.. setelah masukan kode akses,3,2025,bca,seringkali transaksi aplikasi tidak bisa masuk kode akses
Wiedya Kurniasih,Pak. bca yg di update ini kok fontnya seperti tidak formal.. beda sama yg kmrin sebelum di update. kalo di ss seperti editan.. tolong perbaiki kayak kmrin aja fontnya.,3,2025,bca,bca update fontnya tidak formal beda kmrin update ss edit tolong baik kmrin fontnya
Kaila Andriani,Tiba-tiba ngga bisa dibuka,3,2025,bca,tibatiba tidak bisa buka
Galuh Akbar,Mbanking saya sudah hampir seminggu selalu forced close bahkan ketika saya install ulang bca mobile malah tidak bisa masuk. Mohon dibantu,3,2024,bca,mbanking minggu forced close install ulang bca mobile tidak bisa masuk mohon bantu
Aradea Elsa,"Stlh update malah force close Mulu, udh baca ulasan ikutin saran tetep aja ga bisa min tolong segera di perbaiki ya min, saya sangat butuh mbanking untuk transaksi, terimakasih",3,2024,bca,stlh update force close baca ulas ikutin saran tetep tidak bisa tolong baik sangat butuh mbanking transaksi terimakasih
Yolanda Nengrum,Min gak bisa apa di perbarui kayak bank lain buat lihat mutasi rekening engga cuma sampe 31 hari kebelakang aja...,3,2025,bca,tidak bisa baru bank lihat mutasi rekening engga belakang
harry naga,"sering eror, sering bgt notif silahkan coba beberapa saat lagi.. ga stabil",3,2025,bca,error banget notif silah coba tidak stabil
AkmaLLudin (KamiL#99),Kesel sendiri selalu Force Close setelah pembaruan aplikasi kemarin...,3,2024,bca,kesel force close baru aplikasi kemarin
Bukti Rizki,sinyal kuat tapi sering merah kocak ni sekarang apk buat bayar2 lama bgt nunggu mpe ijo,3,2025,bca,sinyal kuat merah kocak aplikasi bayar lama banget nunggu mpe ijo
Suryadi,tak kira sinyalnya yg bermasalah ternyata banyak yaa yg komplen gara² ngelag habis update,3,2025,bca,sinyal masalah komplen gara ngelag habis update
Aris Munandar,kenapa lampu indikatornya tdak berubah2 menjadi hijau,3,2025,bca,lampu indikator tdak ubah hijau
wisnu hartanto,"habis update buat transfer malah gak bisa, habis klik rekening tujuan njepat2 😂",3,2025,bca,habis update transfer tidak bisa habis klik rekening tuju njepat
Fadzillahna,"Tolong diperbaiki, setelah ada update terbaru aplikasi malah ga bisa dibuka setiap mencoba masuk langsung force close. Tolong diperbaiki segera karna hal ini mengganggu transaksi dan akses untuk mengelola BCA MOBILE MOHON SEGERA DIPERBAIKI",3,2024,bca,tolong baik update baru aplikasi tidak bisa buka coba masuk langsung force close tolong baik ganggu transaksi akses kelola bca mobile mohon baik
Bagus Mu,Perizinan masuk tidak bisa accept,3,2025,bca,izin masuk tidak bisa accept
NURMAIKA nunna_makeup,"biasanya qris nya cepet .. ini ko udah sebulan loadingnya lama ya ,pdhal udah di update, apa saya saja yg kyk gini?",3,2025,bca,qris cepet bulan loadingnya lama pdhal update kyk gin
William Dhamma (WiLaxus),"kok respon aplikasi setelah login, jadi agak berat ya? biasanya ringan dan lancar, kali ini seperti lambat merespon perintah.. mohon diperbaiki",3,2025,bca,respon aplikasi login berat ringan lancar lambat merespon perintah mohon baik
